Date,Open,High,Low,Close,Adj Close,Volume
2013-01-24,8.356667,8.526667,8.335833,8.400833,7.662889,8370000
2013-01-25,8.485000,8.541667,8.414167,8.535833,7.786031,6726000
2013-01-28,8.553333,8.553333,8.421667,8.512500,7.764747,4348800
2013-01-29,8.467500,8.642500,8.450833,8.617500,7.860523,5545200
2013-01-30,8.609167,8.660000,8.489167,8.517500,7.769306,8107200
2013-01-31,8.479167,8.557500,8.430000,8.446667,7.704696,6103200
2013-02-01,8.604167,8.735000,8.562500,8.705833,7.941096,7562400
2013-02-04,8.546667,8.592500,8.398333,8.420000,7.680372,6824400
2013-02-05,8.558333,8.740833,8.541667,8.665000,7.903849,6936000
2013-02-06,8.578333,8.703333,8.560833,8.690000,7.926653,5599200
2013-02-07,8.693333,8.716667,8.464167,8.658333,7.897767,5928000
2013-02-08,8.700000,8.809167,8.696667,8.791667,8.019391,4688400
2013-02-11,8.789167,8.810833,8.725000,8.787500,8.015590,4231200
2013-02-12,8.791667,8.879167,8.761667,8.835000,8.058917,5203200
2013-02-13,8.888333,8.935000,8.778333,8.854167,8.076402,3920400
2013-02-14,8.770000,8.910833,8.743333,8.881667,8.101483,3390000
2013-02-15,8.903333,8.929167,8.750000,8.841667,8.065000,4564800
2013-02-19,8.888333,9.044167,8.888333,9.029167,8.236028,3420000
2013-02-20,9.021667,9.032500,8.698333,8.701667,7.937295,5316000
2013-02-21,8.628333,8.632500,8.458333,8.537500,7.787550,7512000
2013-02-22,8.664167,8.793333,8.601667,8.793333,8.020912,6162000
2013-02-25,8.924167,8.953333,8.295000,8.298333,7.569393,8290800
2013-02-26,8.406667,8.487500,8.245833,8.460000,7.716858,6901200
2013-02-27,8.445000,8.850833,8.420833,8.773333,8.002667,7502400
2013-02-28,8.778333,8.939167,8.700000,8.700000,7.935776,6222000
2013-03-01,8.635833,8.850000,8.515833,8.818333,8.043715,7041600
2013-03-04,8.750833,8.949167,8.713333,8.949167,8.163057,4765200
2013-03-05,9.085000,9.265833,9.085000,9.196667,8.388817,6762000
2013-03-06,9.295000,9.299167,9.174167,9.235833,8.424540,6070800
2013-03-07,9.268333,9.317500,9.241667,9.285000,8.469387,2670000
2013-03-08,9.404167,9.436667,9.261667,9.404167,8.578087,7255200
2013-03-11,9.383333,9.508333,9.345833,9.499167,8.664742,3630000
2013-03-12,9.488333,9.516667,9.356667,9.446667,8.616855,8630400
2013-03-13,9.460000,9.520833,9.364167,9.475833,8.643458,7592400
2013-03-14,9.552500,9.641667,9.542500,9.633333,8.787124,6496800
2013-03-15,9.599167,9.631667,9.500000,9.595000,8.752157,6586800
2013-03-18,9.320000,9.557500,9.292500,9.430833,8.602412,7956000
2013-03-19,9.495000,9.527500,9.186667,9.377500,8.553762,11726400
2013-03-20,9.532500,9.613333,9.486667,9.554167,8.714911,6926400
2013-03-21,9.391667,9.491667,9.271667,9.322500,8.503592,9889200
2013-03-22,9.402500,9.535000,9.385833,9.528333,8.691347,7125600
2013-03-25,9.620000,9.666667,9.324167,9.438333,8.609250,9177600
2013-03-26,9.543333,9.652500,9.509167,9.642500,8.795483,5844000
2013-03-27,9.472500,9.653333,9.426667,9.641667,8.794727,8599200
2013-03-28,9.632500,9.764167,9.585000,9.699167,8.847174,7928400
2013-04-01,9.720000,9.779167,9.548333,9.620833,8.775723,6032400
2013-04-02,9.725000,9.830000,9.675000,9.755000,8.898104,4052400
2013-04-03,9.780000,9.792500,9.385000,9.440000,8.610773,5455600
2013-04-04,9.495000,9.627500,9.437500,9.572500,8.731636,2979600
2013-04-05,9.225000,9.475000,9.187500,9.447500,8.617614,4606400
2013-04-08,9.467500,9.637500,9.372500,9.637500,8.790923,3545600
2013-04-09,9.690000,9.837500,9.595000,9.717500,8.863896,3929600
2013-04-10,9.815000,10.122500,9.805000,10.097500,9.210516,4164800
2013-04-11,10.105000,10.287500,10.072500,10.192500,9.297172,3612800
2013-04-12,10.085000,10.157500,9.947500,10.115000,9.226480,4759600
2013-04-15,9.957500,9.982500,9.412500,9.430000,8.601652,7358400
2013-04-16,9.627500,9.842500,9.555000,9.825000,8.961952,4720800
2013-04-17,9.620000,9.620000,9.245000,9.377500,8.553762,6433600
2013-04-18,9.440000,9.450000,9.115000,9.230000,8.419220,4934400
2013-04-19,9.287500,9.470000,9.217500,9.445000,8.615333,4045600
2013-04-22,9.507500,9.647500,9.322500,9.572500,8.731636,4337200
2013-04-23,9.732500,9.900000,9.587500,9.890000,9.021243,4980000
2013-04-24,9.885000,9.975000,9.830000,9.915000,9.044049,3147600
2013-04-25,9.975000,10.155000,9.937500,10.027500,9.146666,3620800
2013-04-26,9.982500,10.030000,9.865000,9.985000,9.107899,2917600
2013-04-29,10.045000,10.230000,10.000000,10.167500,9.274366,4088400
2013-04-30,10.162500,10.242500,10.030000,10.235000,9.335941,3910800
2013-05-01,10.167500,10.180000,9.927500,9.972500,9.096498,5025200
2013-05-02,10.042500,10.262500,10.015000,10.232500,9.333658,3539600
2013-05-03,10.507500,10.647500,10.490000,10.532500,9.607307,5336000
2013-05-06,10.575000,10.675000,10.560000,10.637500,9.703082,2822400
2013-05-07,10.700000,10.797500,10.612500,10.785000,9.837626,2216800
2013-05-08,10.762500,10.947500,10.742500,10.945000,9.983571,2529600
2013-05-09,10.922500,11.007500,10.760000,10.847500,9.894635,3724400
2013-05-10,10.872500,10.960000,10.770000,10.957500,9.994974,2814800
2013-05-13,10.905000,11.025000,10.835000,10.980000,10.015494,2467200
2013-05-14,10.995000,11.337500,10.995000,11.325000,10.330194,2983600
2013-05-15,11.272500,11.562500,11.252500,11.487500,10.478415,3564400
2013-05-16,11.430000,11.547500,11.287500,11.342500,10.346154,3909600
2013-05-17,11.457500,11.680000,11.417500,11.662500,10.638044,4243600
2013-05-20,11.635000,11.797500,11.592500,11.660000,10.635765,4353200
2013-05-21,11.695000,11.842500,11.572500,11.705000,10.676812,5312800
2013-05-22,11.757500,12.110000,11.285000,11.462500,10.455615,10788400
2013-05-23,11.082500,11.437500,11.035000,11.360000,10.362117,5365200
2013-05-24,11.145000,11.320000,11.047500,11.320000,10.325630,3883200
2013-05-28,11.690000,11.825000,11.422500,11.525000,10.512624,5689200
2013-05-29,11.332500,11.412500,11.115000,11.307500,10.314228,5440000
2013-05-30,11.315000,11.572500,11.300000,11.417500,10.414566,3346800
2013-05-31,11.315000,11.507500,10.880000,10.937500,9.976730,5643600
2013-06-03,11.000000,11.125000,10.762500,11.095000,10.120395,7573600
2013-06-04,11.115000,11.252500,10.775000,10.952500,9.990415,7122400
2013-06-05,10.845000,10.912500,10.455000,10.475000,9.554858,9662800
2013-06-06,10.462500,10.765000,10.285000,10.765000,9.819383,6877200
2013-06-07,10.987500,11.197500,10.850000,11.160000,10.179685,6889200
2013-06-10,11.277500,11.295000,11.085000,11.175000,10.193370,3951600
2013-06-11,10.860000,11.117500,10.762500,10.837500,9.885514,9634400
2013-06-12,11.052500,11.082500,10.527500,10.567500,9.639233,12120800
2013-06-13,10.540000,11.092500,10.472500,11.032500,10.063387,9780800
2013-06-14,11.002500,11.127500,10.775000,10.825000,9.874112,9806800
2013-06-17,11.055000,11.232500,10.907500,11.090000,10.115833,11212400
2013-06-18,11.110000,11.392500,11.102500,11.332500,10.337033,9158800
2013-06-19,11.317500,11.370000,10.857500,10.892500,9.935684,13709600
2013-06-20,10.555000,10.600000,9.977500,10.065000,9.180870,17852800
2013-06-21,10.257500,10.287500,9.857500,10.160000,9.267527,16142400
2013-06-24,9.837500,10.032500,9.517500,9.772500,8.914067,15408000
2013-06-25,10.037500,10.160000,9.840000,10.060000,9.176314,12646000
2013-06-26,10.297500,10.415000,10.180000,10.337500,9.429435,11986400
2013-06-27,10.527500,10.670000,10.505000,10.525000,9.600466,13806800
2013-06-28,10.440000,10.590000,10.287500,10.312500,9.406630,13644800
2013-07-01,10.567500,10.795000,10.517500,10.575000,9.646073,13886800
2013-07-02,10.525000,10.760000,10.410000,10.522500,9.598183,13625200
2013-07-03,10.405000,10.657500,10.355000,10.557500,9.630109,6893200
2013-07-05,10.795000,10.912500,10.567500,10.892500,9.935684,7974400
2013-07-08,11.072500,11.180000,11.015000,11.082500,10.108994,6354800
2013-07-09,11.292500,11.367500,11.152500,11.325000,10.330194,8708800
2013-07-10,11.305000,11.452500,11.225000,11.335000,10.339314,8383200
2013-07-11,11.737500,11.837500,11.617500,11.807500,10.770306,8938400
2013-07-12,11.795000,11.887500,11.737500,11.802500,10.765746,7351600
2013-07-15,11.917500,12.005000,11.852500,11.957500,10.907132,6808400
2013-07-16,11.975000,11.992500,11.722500,11.812500,10.774869,9298800
2013-07-17,11.952500,12.015000,11.857500,11.905000,10.859243,10053600
2013-07-18,11.975000,12.185000,11.962500,12.112500,11.048514,10130800
2013-07-19,12.030000,12.177500,11.982500,12.177500,11.107806,6259200
2013-07-22,12.212500,12.287500,12.130000,12.237500,11.162537,5338400
2013-07-23,12.302500,12.307500,12.140000,12.170000,11.100964,7097600
2013-07-24,12.300000,12.310000,11.950000,12.025000,10.968701,10986800
2013-07-25,11.947500,12.135000,11.897500,12.122500,11.057638,6061200
2013-07-26,11.955000,12.155000,11.805000,12.137500,11.071319,6882400
2013-07-29,12.052500,12.135000,11.935000,12.030000,10.973262,5340000
2013-07-30,12.150000,12.177500,11.950000,12.030000,10.973262,6520000
2013-07-31,12.107500,12.300000,12.010000,12.060000,11.000629,8762800
2013-08-01,12.327500,12.505000,12.312500,12.465000,11.370051,6254000
2013-08-02,12.390000,12.537500,12.342500,12.527500,11.427061,6204400
2013-08-05,12.457500,12.537500,12.405000,12.487500,11.390577,3792800
2013-08-06,12.407500,12.437500,12.185000,12.280000,11.201303,6195200
2013-08-07,12.152500,12.195000,12.010000,12.152500,11.085003,6034800
2013-08-08,12.325000,12.355000,12.092500,12.265000,11.187619,7314800
2013-08-09,12.222500,12.337500,12.045000,12.175000,11.105527,5729200
2013-08-12,11.985000,12.170000,11.972500,12.117500,11.053075,4086800
2013-08-13,12.182500,12.290000,11.977500,12.240000,11.164815,5416800
2013-08-14,12.217500,12.267500,12.035000,12.047500,10.989226,3779600
2013-08-15,11.750000,11.755000,11.475000,11.522500,10.510345,7556800
2013-08-16,11.467500,11.587500,11.352500,11.437500,10.432810,5684800
2013-08-19,11.390000,11.497500,11.200000,11.202500,10.218451,5990000
2013-08-20,11.257500,11.492500,11.220000,11.367500,10.368958,5524800
2013-08-21,11.272500,11.455000,11.077500,11.165000,10.184246,8753600
2013-08-22,11.227500,11.505000,11.225000,11.452500,10.446492,5775600
2013-08-23,11.560000,11.615000,11.400000,11.570000,10.553670,4478400
2013-08-26,11.607500,11.715000,11.422500,11.440000,10.435090,6435200
2013-08-27,11.097500,11.230000,10.862500,10.892500,9.935684,10686800
2013-08-28,10.882500,11.117500,10.832500,10.997500,10.031460,7792000
2013-08-29,10.925000,11.230000,10.910000,11.060000,10.088470,5964800
2013-08-30,11.120000,11.120000,10.852500,10.937500,9.976730,8151600
2013-09-03,11.262500,11.332500,10.957500,11.085000,10.111274,8747600
2013-09-04,11.107500,11.422500,11.045000,11.375000,10.375801,6266400
2013-09-05,11.390000,11.500000,11.365000,11.395000,10.394043,4837200
2013-09-06,11.517500,11.617500,11.105000,11.420000,10.416846,8376400
2013-09-09,11.512500,11.775000,11.512500,11.760000,10.726980,6566800
2013-09-10,11.962500,12.022500,11.890000,12.010000,10.955018,9010400
2013-09-11,11.970000,12.135000,11.907500,12.135000,11.069040,4600400
2013-09-12,12.117500,12.162500,11.982500,12.040000,10.982384,5678000
2013-09-13,12.070000,12.137500,11.987500,12.107500,11.043954,2934000
2013-09-16,12.510000,12.522500,12.265000,12.320000,11.237788,5912800
2013-09-17,12.350000,12.492500,12.350000,12.475000,11.379174,3184000
2013-09-18,12.467500,13.020000,12.377500,12.932500,11.796485,7117600
2013-09-19,13.022500,13.037500,12.817500,12.870000,11.739478,7936800
2013-09-20,12.945000,12.945000,12.555000,12.585000,11.479511,6187600
2013-09-23,12.535000,12.565000,12.290000,12.422500,11.331285,6903200
2013-09-24,12.405000,12.542500,12.257500,12.332500,11.249193,4934400
2013-09-25,12.347500,12.407500,12.182500,12.222500,11.148850,10595600
2013-09-26,12.285000,12.455000,12.220000,12.350000,11.265154,7089200
2013-09-27,12.162500,12.230000,12.085000,12.195000,11.123768,5462400
2013-09-30,11.870000,12.102500,11.807500,12.010000,10.955018,7094400
2013-10-01,12.020000,12.302500,11.990000,12.277500,11.199020,7173200
2013-10-02,12.047500,12.237500,11.942500,12.220000,11.146574,7097600
2013-10-03,12.150000,12.175000,11.725000,11.892500,10.847840,10897200
2013-10-04,11.922500,12.197500,11.870000,12.150000,11.082723,4180400
2013-10-07,11.847500,12.060000,11.807500,11.842500,10.802232,4809200
2013-10-08,11.840000,11.885000,11.410000,11.422500,10.419128,9210400
2013-10-09,11.502500,11.580000,11.235000,11.452500,10.446492,13901600
2013-10-10,11.800000,12.212500,11.792500,12.195000,11.123768,9574000
2013-10-11,12.147500,12.442500,12.110000,12.430000,11.338128,6400800
2013-10-14,12.205000,12.607500,12.170000,12.587500,11.481791,8690000
2013-10-15,12.475000,12.617500,12.257500,12.297500,11.217267,12127600
2013-10-16,12.532500,12.835000,12.507500,12.817500,11.691590,11862000
2013-10-17,12.657500,13.095000,12.657500,13.080000,11.931027,8401600
2013-10-18,13.225000,13.365000,13.140000,13.320000,12.149945,10884000
2013-10-21,13.350000,13.420000,13.250000,13.347500,12.175031,6538800
2013-10-22,13.457500,13.687500,13.402500,13.547500,12.357462,8547600
2013-10-23,13.432500,13.447500,13.237500,13.377500,12.202396,4850800
2013-10-24,13.450000,13.555000,13.362500,13.500000,12.314134,3440000
2013-10-25,13.582500,13.692500,13.507500,13.682500,12.480606,8237200
2013-10-28,13.675000,13.807500,13.632500,13.755000,12.546737,3989200
2013-10-29,13.840000,13.982500,13.792500,13.980000,12.751972,5289600
2013-10-30,14.027500,14.055000,13.615000,13.762500,12.553577,6814800
2013-10-31,13.737500,13.897500,13.582500,13.615000,12.419032,8371200
2013-11-01,13.697500,13.825000,13.505000,13.740000,12.533052,7354000
2013-11-04,13.855000,13.897500,13.725000,13.882500,12.663034,5557200
2013-11-05,13.720000,13.860000,13.582500,13.752500,12.544457,4937600
2013-11-06,13.930000,14.035000,13.812500,13.947500,12.722327,3540000
2013-11-07,14.050000,14.067500,13.390000,13.440000,12.259406,9415200
2013-11-08,13.412500,13.972500,13.412500,13.972500,12.745130,6353200
2013-11-11,13.945000,14.025000,13.880000,13.962500,12.736010,3614400
2013-11-12,13.887500,13.980000,13.750000,13.892500,12.672159,6736800
2013-11-13,13.680000,14.230000,13.680000,14.215000,12.966331,6988000
2013-11-14,14.257500,14.472500,14.195000,14.450000,13.180685,5678800
2013-11-15,14.500000,14.632500,14.455000,14.632500,13.347152,5292000
2013-11-18,14.695000,14.732500,14.372500,14.482500,13.210330,6632400
2013-11-19,14.452500,14.577500,14.300000,14.382500,13.119116,7285200
2013-11-20,14.465000,14.585000,14.120000,14.247500,12.995974,6954800
2013-11-21,14.360000,14.612500,14.332500,14.580000,13.299266,3990800
2013-11-22,14.595000,14.807500,14.547500,14.785000,13.486259,6272800
2013-11-25,14.882500,14.882500,14.690000,14.767500,13.470297,5888000
2013-11-26,14.782500,14.897500,14.697500,14.767500,13.470297,6874400
2013-11-27,14.807500,14.902500,14.755000,14.862500,13.556952,4234000
2013-11-29,14.915000,15.025000,14.792500,14.822500,13.520467,4952800
2013-12-02,14.870000,14.947500,14.655000,14.720000,13.426969,6920800
2013-12-03,14.582500,14.690000,14.392500,14.552500,13.274183,8014000
2013-12-04,14.385000,14.702500,14.182500,14.510000,13.235417,13832400
2013-12-05,14.450000,14.520000,14.297500,14.335000,13.075789,7264800
2013-12-06,14.757500,14.850000,14.620000,14.802500,13.502221,9162000
2013-12-09,14.937500,14.985000,14.865000,14.920000,13.609399,6886000
2013-12-10,14.820000,14.910000,14.735000,14.775000,13.477138,5458000
2013-12-11,14.782500,14.782500,14.210000,14.257500,13.005095,7659600
2013-12-12,14.232500,14.295000,14.032500,14.122500,12.881955,8197600
2013-12-13,14.210000,14.250000,14.037500,14.102500,12.863709,4555600
2013-12-16,14.315000,14.517500,14.302500,14.375000,13.112273,6597200
2013-12-17,14.415000,14.422500,14.142500,14.217500,12.968609,5388800
2013-12-18,14.297500,14.972500,13.912500,14.960000,13.645886,12209600
2013-12-19,14.840000,14.965000,14.727500,14.935000,13.623083,8282000
2013-12-20,14.952500,15.285000,14.952500,15.180000,13.846559,8705200
2013-12-23,15.400000,15.447500,15.312500,15.417500,14.063198,5641200
2013-12-24,15.422500,15.535000,15.412500,15.530000,14.165817,3255600
2013-12-26,15.627500,15.777500,15.617500,15.760000,14.375611,4340400
2013-12-27,15.817500,15.835000,15.697500,15.752500,14.368771,3591600
2013-12-30,15.750000,15.782500,15.680000,15.735000,14.352809,2423200
2013-12-31,15.810000,15.955000,15.755000,15.950000,14.548922,5003600
2014-01-02,15.780000,15.792500,15.387500,15.510000,14.147573,7051600
2014-01-03,15.580000,15.667500,15.427500,15.467500,14.108805,4602000
2014-01-06,15.640000,15.655000,15.282500,15.350000,14.001629,8258000
2014-01-07,15.547500,15.712500,15.510000,15.632500,14.259311,5520800
2014-01-08,15.635000,15.717500,15.482500,15.640000,14.266152,6790400
2014-01-09,15.790000,15.797500,15.460000,15.667500,14.291237,6438000
2014-01-10,15.752500,15.817500,15.510000,15.782500,14.396136,6004400
2014-01-13,15.675000,15.805000,15.080000,15.180000,13.846559,7867600
2014-01-14,15.312500,15.685000,15.235000,15.657500,14.282117,5927200
2014-01-15,15.767500,15.985000,15.750000,15.915000,14.516997,6465200
2014-01-16,15.817500,15.870000,15.700000,15.847500,14.455424,4487200
2014-01-17,15.772500,15.855000,15.567500,15.637500,14.263872,5635200
2014-01-21,15.925000,15.932500,15.492500,15.787500,14.400699,5264800
2014-01-22,15.867500,15.882500,15.715000,15.815000,14.425779,5734000
2014-01-23,15.580000,15.582500,15.177500,15.427500,14.072320,8795600
2014-01-24,15.122500,15.135000,14.427500,14.427500,13.160164,15620400
2014-01-27,14.485000,14.585000,14.005000,14.220000,12.970890,14215600
2014-01-28,14.255000,14.527500,14.245000,14.480000,13.208051,7050400
2014-01-29,14.127500,14.347500,13.945000,14.047500,12.813543,8257200
2014-01-30,14.410000,14.635000,14.275000,14.507500,13.233137,9108800
2014-01-31,13.972500,14.515000,13.942500,14.232500,12.982288,9179600
2014-02-03,14.187500,14.285000,13.197500,13.277500,12.111178,21674800
2014-02-04,13.460000,13.655000,13.315000,13.555000,12.364305,13081600
2014-02-05,13.407500,13.595000,13.170000,13.492500,12.307296,7779600
2014-02-06,13.602500,14.032500,13.602500,14.022500,12.790739,7724400
2014-02-07,14.230000,14.600000,14.097500,14.565000,13.285584,12381600
2014-02-10,14.562500,14.650000,14.442500,14.627500,13.342595,7862400
2014-02-11,14.690000,15.230000,14.652500,15.110000,13.782708,7558800
2014-02-12,15.187500,15.325000,15.052500,15.157500,13.826039,7734800
2014-02-13,14.837500,15.420000,14.822500,15.375000,14.024431,12613200
2014-02-14,15.340000,15.710000,15.287500,15.622500,14.250193,9141600
2014-02-18,15.660000,15.745000,15.535000,15.677500,14.300359,5552000
2014-02-19,15.557500,15.862500,15.330000,15.375000,14.024431,13062000
2014-02-20,15.422500,15.742500,15.267500,15.635000,14.261591,10671600
2014-02-21,15.732500,15.837500,15.557500,15.590000,14.220547,4687200
2014-02-24,15.685000,16.157499,15.665000,15.807500,14.418941,10546800
2014-02-25,15.877500,16.012501,15.667500,15.810000,14.421221,7128000
2014-02-26,15.900000,16.012501,15.687500,15.822500,14.432622,4834800
2014-02-27,15.752500,16.077499,15.710000,16.077499,14.665220,9280800
2014-02-28,16.062500,16.412500,15.870000,16.197500,14.774686,11879200
2014-03-03,15.767500,15.967500,15.527500,15.840000,14.448587,14517200
2014-03-04,16.322500,16.617500,16.307501,16.547501,15.093939,7664800
2014-03-05,16.557501,16.647499,16.485001,16.532499,15.080254,6802000
2014-03-06,16.687500,16.790001,16.602501,16.677500,15.212520,6210000
2014-03-07,16.862499,16.882500,16.475000,16.682501,15.217081,10561200
2014-03-10,16.607500,16.684999,16.387501,16.665001,15.201117,3594400
2014-03-11,16.752501,16.812500,16.309999,16.420000,14.977639,10941600
2014-03-12,16.190001,16.447500,16.067499,16.430000,14.986761,5320800
2014-03-13,16.582500,16.617500,15.745000,15.900000,14.503316,7755200
2014-03-14,15.792500,16.030001,15.685000,15.727500,14.345966,9347600
2014-03-17,15.975000,16.277500,15.962500,16.160000,14.740473,5725600
2014-03-18,16.257500,16.575001,16.219999,16.512501,15.062012,6560800
2014-03-19,16.514999,16.584999,15.932500,16.242500,14.815727,9406400
2014-03-20,16.137501,16.562500,16.055000,16.527500,15.075696,7272800
2014-03-21,16.737499,16.860001,16.292500,16.330000,14.895544,6010400
2014-03-24,16.517500,16.565001,15.920000,16.125000,14.708549,5649600
2014-03-25,16.365000,16.522499,16.092501,16.365000,14.927469,4663200
2014-03-26,16.555000,16.625000,15.995000,15.997500,14.592252,6104800
2014-03-27,15.947500,16.097500,15.725000,15.920000,14.521559,6171200
2014-03-28,16.032499,16.370001,16.004999,16.129999,14.713113,4215600
2014-03-31,16.440001,16.602501,16.392500,16.530001,15.077976,4538000
2014-04-01,16.697500,16.882500,16.647499,16.852501,15.372145,4354800
2014-04-02,16.930000,17.092501,16.832500,17.020000,15.524933,4244400
2014-04-03,17.112499,17.120001,16.805000,16.950001,15.461082,3248800
2014-04-04,17.235001,17.247499,16.270000,16.362499,14.925188,7689600
2014-04-07,16.230000,16.312500,15.715000,15.802500,14.414379,8202800
2014-04-08,15.797500,16.082500,15.620000,16.004999,14.599091,6736000
2014-04-09,16.129999,16.532499,16.000000,16.527500,15.075696,5480400
2014-04-10,16.510000,16.537500,15.420000,15.480000,14.120208,7940000
2014-04-11,15.225000,15.537500,15.010000,15.055000,13.732543,6743200
2014-04-14,15.412500,15.515000,15.045000,15.417500,14.063198,6520000
2014-04-15,15.512500,15.760000,15.050000,15.727500,14.345966,9829200
2014-04-16,16.042500,16.222500,15.845000,16.207500,14.783801,6716400
2014-04-17,16.160000,16.415001,16.067499,16.275000,14.845374,5137600
2014-04-21,16.287500,16.465000,16.232500,16.459999,15.014121,3591200
2014-04-22,16.495001,16.809999,16.477501,16.660000,15.196554,6145200
2014-04-23,16.650000,16.682501,16.522499,16.567499,15.112182,3158000
2014-04-24,16.807501,16.807501,16.427500,16.665001,15.201117,5153200
2014-04-25,16.480000,16.525000,16.135000,16.250000,14.822570,4324800
2014-04-28,16.442499,16.610001,15.905000,16.407499,14.966235,7545200
2014-04-29,16.562500,16.700001,16.450001,16.622499,15.162350,3984800
2014-04-30,16.549999,16.825001,16.477501,16.797501,15.321980,4364000
2014-05-01,16.762501,16.915001,16.625000,16.785000,15.310575,4585600
2014-05-02,16.780001,16.995001,16.637501,16.717501,15.249005,4550400
2014-05-05,16.467501,16.832500,16.327499,16.807501,15.331099,3796800
2014-05-06,16.677500,16.722500,16.357500,16.382500,14.943433,5472400
2014-05-07,16.542500,16.670000,16.162500,16.660000,15.196554,4628000
2014-05-08,16.584999,16.952499,16.442499,16.602501,15.144104,3796400
2014-05-09,16.587500,16.687500,16.375000,16.670000,15.205675,6406400
2014-05-12,16.897499,17.177500,16.877501,17.142500,15.636669,6417200
2014-05-13,17.205000,17.327499,17.150000,17.192499,15.682279,3362800
2014-05-14,17.160000,17.177500,16.879999,16.959999,15.470200,2701200
2014-05-15,16.827499,16.862499,16.262501,16.490000,15.041488,8344400
2014-05-16,16.535000,16.692499,16.327499,16.690001,15.223921,3570000
2014-05-19,16.587500,16.897499,16.532499,16.855000,15.374426,3617600
2014-05-20,16.825001,16.830000,16.407499,16.532499,15.080254,5090800
2014-05-21,16.672501,16.975000,16.667500,16.945000,15.456522,4451200
2014-05-22,16.965000,17.177500,16.885000,17.077499,15.577379,2360800
2014-05-23,17.122499,17.317499,17.097500,17.295000,15.775774,5000800
2014-05-27,17.475000,17.612499,17.455000,17.597500,16.051704,2926800
2014-05-28,17.590000,17.682501,17.475000,17.549999,16.008371,3287200
2014-05-29,17.690001,17.834999,17.547501,17.834999,16.268337,3438000
2014-05-30,17.782499,17.945000,17.732500,17.879999,16.309385,4064000
2014-06-02,17.987499,18.000000,17.715000,17.969999,16.391483,2597200
2014-06-03,17.837500,17.972500,17.795000,17.945000,16.368677,2091200
2014-06-04,17.834999,18.084999,17.797501,18.030001,16.446211,4719200
2014-06-05,18.107500,18.462500,17.920000,18.412500,16.795115,4975200
2014-06-06,18.535000,18.682501,18.502501,18.665001,17.025436,2629600
2014-06-09,18.665001,18.867500,18.615000,18.732500,17.087006,6100800
2014-06-10,18.652500,18.730000,18.540001,18.730000,17.084723,3623200
2014-06-11,18.545000,18.594999,18.412500,18.552500,16.922817,5716400
2014-06-12,18.465000,18.507500,18.020000,18.137501,16.544271,7804400
2014-06-13,18.245001,18.360001,18.075001,18.309999,16.701611,3983200
2014-06-16,18.222500,18.462500,18.170000,18.344999,16.733540,5458400
2014-06-17,18.272499,18.540001,18.212500,18.490000,16.865805,5774000
2014-06-18,18.510000,18.937500,18.375000,18.897499,17.237514,5672400
2014-06-19,18.962500,19.007500,18.775000,18.965000,17.299084,8091600
2014-06-20,19.082500,19.117500,19.017500,19.082500,17.406260,4066800
2014-06-23,19.100000,19.112499,18.962500,19.070000,17.394854,5683200
2014-06-24,18.962500,19.245001,18.657499,18.722500,17.077883,6796000
2014-06-25,18.607500,19.027500,18.597500,18.962500,17.296799,8426400
2014-06-26,18.967501,18.967501,18.552500,18.927500,17.264874,4283200
2014-06-27,18.785000,19.049999,18.767500,19.022499,17.351526,4108000
2014-06-30,19.012501,19.135000,18.957500,19.010000,17.340128,4178000
2014-07-01,19.150000,19.562500,19.137501,19.392500,17.689030,6634400
2014-07-02,19.389999,19.512501,19.367500,19.440001,17.732353,3714400
2014-07-03,19.597500,19.750000,19.565001,19.725000,17.992321,2851600
2014-07-07,19.617500,19.657499,19.437500,19.535000,17.819014,3352800
2014-07-08,19.407499,19.437500,19.000000,19.157499,17.474670,6580800
2014-07-09,19.295000,19.447500,19.167500,19.392500,17.689030,4166000
2014-07-10,18.842501,19.317499,18.782499,19.160000,17.476950,4504000
2014-07-11,19.137501,19.282499,19.002501,19.254999,17.563610,4317600
2014-07-14,19.535000,19.612499,19.375000,19.535000,17.819014,3899200
2014-07-15,19.562500,19.672501,19.170000,19.422501,17.716391,5163200
2014-07-16,19.687500,19.725000,19.477501,19.629999,17.905664,6401600
2014-07-17,19.462500,19.674999,18.882500,18.965000,17.299084,12268000
2014-07-18,19.137501,19.597500,19.115000,19.527500,17.812166,5028800
2014-07-21,19.347500,19.480000,19.162500,19.424999,17.718676,4568000
2014-07-22,19.642500,19.785000,19.587500,19.687500,17.958115,7155600
2014-07-23,19.760000,19.879999,19.657499,19.815001,18.074413,5906400
2014-07-24,19.882500,19.940001,19.752501,19.815001,18.074413,4001200
2014-07-25,19.645000,19.697500,19.424999,19.545000,17.828135,3288000
2014-07-28,19.549999,19.642500,19.215000,19.552500,17.834972,4032800
2014-07-29,19.680000,19.745001,19.305000,19.309999,17.613773,5811600
2014-07-30,19.520000,19.587500,19.080000,19.315001,17.618334,7655600
2014-07-31,18.910000,18.959999,18.150000,18.155001,16.560230,9218000
2014-08-01,18.007500,18.337500,17.740000,17.995001,16.414289,7463200
2014-08-04,18.112499,18.497499,17.867500,18.379999,16.765467,4571200
2014-08-05,18.150000,18.297501,17.650000,17.834999,16.268337,6860000
2014-08-06,17.594999,18.092501,17.587500,17.862499,16.293421,5022000
2014-08-07,18.112499,18.155001,17.445000,17.562500,16.019777,6742800
