Date,Close
2008-11-28,3.118333101272583
2008-12-01,2.308332920074463
2008-12-02,2.552500009536743
2008-12-03,2.7441670894622803
2008-12-04,2.5250000953674316
2008-12-05,2.7816669940948486
2008-12-08,3.0916669368743896
2008-12-09,2.9175000190734863
2008-12-10,3.009166955947876
2008-12-11,2.7866671085357666
2008-12-12,2.860832929611206
2008-12-15,2.738332986831665
2008-12-16,3.1558330059051514
2008-12-17,3.075000047683716
2008-12-18,2.9049999713897705
2008-12-19,2.899167060852051
2008-12-22,2.766666889190674
2008-12-23,2.6791670322418213
2008-12-24,2.7108330726623535
2008-12-26,2.7674999237060547
2008-12-29,2.75
2008-12-30,2.932499885559082
2008-12-31,3.0325000286102295
2009-01-02,3.329166889190674
2009-01-05,3.329166889190674
2009-01-06,3.4100000858306885
2009-01-07,3.123332977294922
2009-01-08,3.1549999713897705
2009-01-09,2.947499990463257
2009-01-12,2.733333110809326
2009-01-13,2.7441670894622803
2009-01-14,2.475832939147949
2009-01-15,2.5083329677581787
2009-01-16,2.558332920074463
2009-01-20,2.1624999046325684
2009-01-21,2.4241669178009033
2009-01-22,2.302500009536743
2009-01-23,2.3450000286102295
2009-01-26,2.370832920074463
2009-01-27,2.4608330726623535
2009-01-28,2.680000066757202
2009-01-29,2.446666955947876
2009-01-30,2.293333053588867
2009-02-02,2.2758328914642334
2009-02-03,2.360832929611206
2009-02-04,2.327500104904175
2009-02-05,2.451667070388794
2009-02-06,2.6516671180725098
2009-02-09,2.6691670417785645
2009-02-10,2.297499895095825
2009-02-11,2.3375000953674316
2009-02-12,2.3516669273376465
2009-02-13,2.2799999713897705
2009-02-17,1.9683330059051514
2009-02-18,1.962499976158142
2009-02-19,1.898332953453064
2009-02-20,1.835832953453064
2009-02-23,1.6558330059051514
2009-02-24,1.8341670036315918
2009-02-25,1.7766669988632202
2009-02-26,1.6958329677581787
2009-02-27,1.5866669416427612
2009-03-02,1.3716670274734497
2009-03-03,1.340000033378601
2009-03-04,1.4249999523162842
2009-03-05,1.2583329677581787
2009-03-06,1.259166955947876
2009-03-09,1.2166670560836792
2009-03-10,1.4325000047683716
2009-03-11,1.4583330154418945
2009-03-12,1.6358330249786377
2009-03-13,1.6733330488204956
2009-03-16,1.652500033378601
2009-03-17,1.8025000095367432
2009-03-18,1.9291670322418213
2009-03-19,1.8641669750213623
2009-03-20,1.7374999523162842
2009-03-23,2.117500066757202
2009-03-24,1.9783329963684082
2009-03-25,2.0333330631256104
2009-03-26,2.173332929611206
2009-03-27,2.0441670417785645
2009-03-30,1.8424999713897705
2009-03-31,1.8849999904632568
2009-04-01,1.9983329772949219
2009-04-02,2.1766669750213623
2009-04-03,2.247499942779541
2009-04-06,2.199167013168335
2009-04-07,2.0333330631256104
2009-04-08,2.103332996368408
2009-04-09,2.3499999046325684
2009-04-13,2.3666670322418213
2009-04-14,2.242500066757202
2009-04-15,2.3125
2009-04-16,2.4149999618530273
2009-04-17,2.4700000286102295
2009-04-20,2.1524999141693115
2009-04-21,2.2783329486846924
2009-04-22,2.237499952316284
2009-04-23,2.3016669750213623
2009-04-24,2.4116671085357666
2009-04-27,2.3499999046325684
2009-04-28,2.334167003631592
2009-04-29,2.4691669940948486
2009-04-30,2.4733328819274902
2009-05-01,2.5225000381469727
2009-05-04,2.774167060852051
2009-05-05,2.7441670894622803
2009-05-06,2.874166965484619
2009-05-07,2.756666898727417
2009-05-08,2.952500104904175
2009-05-11,2.7866671085357666
2009-05-12,2.7633330821990967
2009-05-13,2.550832986831665
2009-05-14,2.5999999046325684
2009-05-15,2.5366671085357666
2009-05-18,2.759166955947876
2009-05-19,2.756666898727417
2009-05-20,2.709167003631592
2009-05-21,2.5833330154418945
2009-05-22,2.563333034515381
2009-05-26,2.7766671180725098
2009-05-27,2.6166670322418213
2009-05-28,2.7216670513153076
2009-05-29,2.860832929611206
2009-06-01,3.079166889190674
2009-06-02,3.1066670417785645
2009-06-03,2.9791669845581055
2009-06-04,3.0491669178009033
2009-06-05,3.057499885559082
2009-06-08,3.0266671180725098
2009-06-09,3.074167013168335
2009-06-10,3.0491669178009033
2009-06-11,3.0916669368743896
2009-06-12,3.109999895095825
2009-06-15,2.8858330249786377
2009-06-16,2.7750000953674316
2009-06-17,2.7674999237060547
2009-06-18,2.813333034515381
2009-06-19,2.8424999713897705
2009-06-22,2.5966670513153076
2009-06-23,2.5916669368743896
2009-06-24,2.6524999141693115
2009-06-25,2.826667070388794
2009-06-26,2.807499885559082
2009-06-29,2.887500047683716
2009-06-30,2.8299999237060547
2009-07-01,2.862499952316284
2009-07-02,2.626667022705078
2009-07-06,2.618333101272583
2009-07-07,2.4633328914642334
2009-07-08,2.4633328914642334
2009-07-09,2.4708330631256104
2009-07-10,2.4549999237060547
2009-07-13,2.62833309173584
2009-07-14,2.680833101272583
2009-07-15,2.9141669273376465
2009-07-16,2.99666690826416
2009-07-17,2.994999885559082
2009-07-20,3.0916669368743896
2009-07-21,3.132499933242798
2009-07-22,3.139167070388794
2009-07-23,3.3516669273376465
2009-07-24,3.3933329582214355
2009-07-27,3.4241669178009033
2009-07-28,3.4041669368743896
2009-07-29,3.3450000286102295
2009-07-30,3.4533329010009766
2009-07-31,3.4633328914642334
2009-08-03,3.6358330249786377
2009-08-04,3.6716670989990234
2009-08-05,3.6358330249786377
2009-08-06,3.584167003631592
2009-08-07,3.728332996368408
2009-08-10,3.697499990463257
2009-08-11,3.565000057220459
2009-08-12,3.686666965484619
2009-08-13,3.7608330249786377
2009-08-14,3.6666669845581055
2009-08-17,3.3958330154418945
2009-08-18,3.487499952316284
2009-08-19,3.579166889190674
2009-08-20,3.682499885559082
2009-08-21,3.889167070388794
2009-08-24,3.882499933242798
2009-08-25,3.9066669940948486
2009-08-26,3.9116671085357666
2009-08-27,3.941667079925537
2009-08-28,3.933332920074463
2009-08-31,3.8283329010009766
2009-09-01,3.576667070388794
2009-09-02,3.5350000858306885
2009-09-03,3.626667022705078
2009-09-04,3.7833330631256104
2009-09-08,3.8908329010009766
2009-09-09,3.980833053588867
2009-09-10,4.1041669845581055
2009-09-11,4.1041669845581055
2009-09-14,4.178332805633545
2009-09-15,4.237500190734863
2009-09-16,4.43416690826416
2009-09-17,4.406667232513428
2009-09-18,4.415832996368408
2009-09-21,4.384167194366455
2009-09-22,4.457499980926514
2009-09-23,4.326666831970215
2009-09-24,4.179999828338623
2009-09-25,4.120832920074463
2009-09-28,4.332499980926514
2009-09-29,4.309999942779541
2009-09-30,4.254167079925537
2009-10-01,3.930833101272583
2009-10-02,3.8808329105377197
2009-10-05,4.048333168029785
2009-10-06,4.225832939147949
2009-10-07,4.257500171661377
2009-10-08,4.364167213439941
2009-10-09,4.438333034515381
2009-10-12,4.497499942779541
2009-10-13,4.465000152587891
2009-10-14,4.691667079925537
2009-10-15,4.735000133514404
2009-10-16,4.633333206176758
2009-10-19,4.750833034515381
2009-10-20,4.670000076293945
2009-10-21,4.543333053588867
2009-10-22,4.671667098999023
2009-10-23,4.507500171661377
2009-10-26,4.359167098999023
2009-10-27,4.293333053588867
2009-10-28,4.033332824707031
2009-10-29,4.287499904632568
2009-10-30,3.9241669178009033
2009-11-02,4.005000114440918
2009-11-03,4.050833225250244
2009-11-04,4.06583309173584
2009-11-05,4.304166793823242
2009-11-06,4.3383331298828125
2009-11-09,4.635832786560059
2009-11-10,4.635000228881836
2009-11-11,4.706666946411133
2009-11-12,4.564167022705078
2009-11-13,4.639166831970215
2009-11-16,4.8491668701171875
2009-11-17,4.862500190734863
2009-11-18,4.845832824707031
2009-11-19,4.642499923706055
2009-11-20,4.065000057220459
2009-11-23,4.203332901000977
2009-11-24,4.215000152587891
2009-11-25,4.269166946411133
2009-11-27,4.063333034515381
2009-11-30,4.100832939147949
2009-12-01,4.247499942779541
2009-12-02,4.265832901000977
2009-12-03,4.1616668701171875
2009-12-04,4.234167098999023
2009-12-07,4.2133331298828125
2009-12-08,4.079999923706055
2009-12-09,4.122499942779541
2009-12-10,4.197500228881836
2009-12-11,4.258333206176758
2009-12-14,4.34833288192749
2009-12-15,4.2941670417785645
2009-12-16,4.323332786560059
2009-12-17,4.172500133514404
2009-12-18,4.236667156219482
2009-12-21,4.364999771118164
2009-12-22,4.417500019073486
2009-12-23,4.456666946411133
2009-12-24,4.52666711807251
2009-12-28,4.540832996368408
2009-12-29,4.521667003631592
2009-12-30,4.507500171661377
2009-12-31,4.375833034515381
2010-01-04,4.599999904632568
2010-01-05,4.6433329582214355
2010-01-06,4.655832767486572
2010-01-07,4.7108330726623535
2010-01-08,4.760832786560059
2010-01-11,4.779167175292969
2010-01-12,4.639166831970215
2010-01-13,4.758333206176758
2010-01-14,4.796667098999023
2010-01-15,4.635000228881836
2010-01-19,4.801667213439941
2010-01-20,4.659999847412109
2010-01-21,4.408332824707031
2010-01-22,4.115832805633545
2010-01-25,4.176667213439941
2010-01-26,4.12166690826416
2010-01-27,4.180832862854004
2010-01-28,4.03249979019165
2010-01-29,3.884999990463257
2010-02-01,4.069167137145996
2010-02-02,4.224999904632568
2010-02-03,4.1616668701171875
2010-02-04,3.7750000953674316
2010-02-05,3.793333053588867
2010-02-08,3.7074999809265137
2010-02-09,3.8483328819274902
2010-02-10,3.824167013168335
2010-02-11,3.951667070388794
2010-02-12,3.952500104904175
2010-02-16,4.140832901000977
2010-02-17,4.202499866485596
2010-02-18,4.2783331871032715
2010-02-19,4.311666965484619
2010-02-22,4.304166793823242
2010-02-23,4.1483330726623535
2010-02-24,4.250833034515381
2010-02-25,4.244999885559082
2010-02-26,4.25
2010-03-01,4.385832786560059
2010-03-02,4.429999828338623
2010-03-03,4.441667079925537
2010-03-04,4.478332996368408
2010-03-05,4.667500019073486
2010-03-08,4.673333168029785
2010-03-09,4.699166774749756
2010-03-10,4.764999866485596
2010-03-11,4.818333148956299
2010-03-12,4.8308329582214355
2010-03-15,4.821667194366455
2010-03-16,4.950832843780518
2010-03-17,5.043333053588867
2010-03-18,5.014166831970215
2010-03-19,4.930832862854004
2010-03-22,5.025000095367432
2010-03-23,5.019999980926514
2010-03-24,4.94083309173584
2010-03-25,4.909999847412109
2010-03-26,4.914999961853027
2010-03-29,4.998332977294922
2010-03-30,5.010832786560059
2010-03-31,4.960000038146973
2010-04-01,5.068333148956299
2010-04-05,5.204999923706055
2010-04-06,5.244999885559082
2010-04-07,5.154167175292969
2010-04-08,5.202499866485596
2010-04-09,5.300000190734863
2010-04-12,5.336667060852051
2010-04-13,5.34499979019165
2010-04-14,5.525000095367432
2010-04-15,5.545833110809326
2010-04-16,5.2866668701171875
2010-04-19,5.329999923706055
2010-04-20,5.475832939147949
2010-04-21,5.4608330726623535
2010-04-22,5.512499809265137
2010-04-23,5.623332977294922
2010-04-26,5.567500114440918
2010-04-27,5.171667098999023
2010-04-28,5.280832767486572
2010-04-29,5.480000019073486
2010-04-30,5.210000038146973
2010-05-03,5.406667232513428
2010-05-04,5.021667003631592
2010-05-05,4.915832996368408
